OrderId,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount(%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ODR1223,10-02-2026,12-02-2026,CUST720,Jonathan Holmes,Consumer,PROD6440,Notebook,Office Supplies,South,Oklahoma,Kathleenside,4,911,0,3644,2326.74,1317.26,Credit Card,Returned,Mejia-Nichols,garzakaren@oconnell.com,4,Yes,20
ODR1224,24-06-2025,25-06-2025,CUST116,Robert Neal,Consumer,PROD2741,Cooking Oil,Grocery,West,South Carolina,South Steven,9,1133,0,10197,7357.29,2839.71,UPI,Delivered,Orr PLC,melanie02@brown.info,12,No,0
ODR1225,21-03-2024,22-03-2024,CUST557,Jonathan Glass,Consumer,PROD7488,Sofa,Furniture,South,Vermont,Port David,3,1583,10,4274.1,3547.31,726.79,Credit Card,Pending,Thompson PLC,valeriecarlson@gonzales-haas.com,45,No,0
ODR1226,28-02-2024,01-03-2024,CUST792,Jeffrey Johnson,Consumer,PROD9286,Keyboard,Electronics,East,Iowa,Bradfordview,9,1798,15,13754.7,11747.85,2006.85,Cash,Returned,Becker-Lane,chamilton@wolfe.com,29,No,0
ODR1227,04-06-2025,05-06-2025,CUST132,Brian Goodman,Corporate,PROD9985,Bookshelf,Furniture,South,Idaho,West Austin,3,916,15,2335.8,1409.75,926.05,Credit Card,Returned,Baker-Diaz,kylemiller@maldonado.net,18,No,0
ODR1228,22-11-2024,26-11-2024,CUST521,Ryan Cooper,Home Office,PROD4793,Dining Table,Furniture,East,Utah,Harrisonside,5,4354,10,19593,15957.82,3635.18,UPI,Returned,"Thompson, Everett and Chapman",elizabeth27@mcguire.biz,5,Yes,39
ODR1229,04-08-2025,11-08-2025,CUST641,Lisa Foster,Consumer,PROD7081,Office Chair,Furniture,West,Delaware,East Ryanborough,10,3106,10,27954,20771.35,7182.65,Credit Card,Delivered,Marsh-Booth,stewartkim@hicks.com,4,Yes,25
ODR1230,28-03-2024,30-03-2024,CUST602,Oscar Brady,Consumer,PROD9829,Cooking Oil,Grocery,East,Utah,Millerville,5,2407,20,9628,6369.93,3258.07,Cash,Returned,Smith LLC,rebecca46@wiley-taylor.com,34,No,0
ODR1231,25-07-2025,29-07-2025,CUST897,Casey Pena,Corporate,PROD9977,Dining Table,Furniture,East,Illinois,Robinsonfurt,5,2599,20,10396,7114.17,3281.83,Net Banking,Pending,Robinson Group,ashley96@lawrence.com,33,No,0
ODR1232,29-12-2024,03-01-2025,CUST590,Amber Rodriguez,Home Office,PROD2243,Sofa,Furniture,West,Indiana,Rodriguezmouth,10,430,10,3870,2870.79,999.21,Cash,Delivered,"Keller, Klein and Hopkins",duncanmonica@greer.info,25,No,0
ODR1233,22-04-2024,23-04-2024,CUST580,Roberta Davis,Consumer,PROD3896,Cooking Oil,Grocery,East,Montana,Alexischester,6,4203,15,21435.3,18840.29,2595.01,Credit Card,Delivered,Jones-Ayala,apeterson@blanchard.net,0,Yes,20
ODR1234,02-06-2024,07-06-2024,CUST834,Cole Graham,Corporate,PROD1027,File Folder,Office Supplies,West,North Carolina,Port Randy,7,4819,0,33733,23105.48,10627.52,UPI,Cancelled,"Wright, Perkins and Bryan",cjenkins@kane-carroll.com,3,Yes,48
ODR1235,19-12-2025,24-12-2025,CUST625,Eugene Banks,Home Office,PROD6284,Mouse,Electronics,South,Kentucky,Santiagomouth,7,4384,5,29153.6,22879.06,6274.54,Net Banking,Pending,Hahn-Vargas,jnguyen@butler.info,26,No,0
ODR1236,30-03-2025,06-04-2025,CUST177,James Boone,Consumer,PROD9822,Snacks,Grocery,South,Virginia,Jamesland,6,4821,15,24587.1,18961.47,5625.63,Cash,Delivered,Chambers-Brown,lesterelizabeth@young-villegas.com,16,No,0
ODR1237,02-03-2025,07-03-2025,CUST919,Taylor Hernandez,Home Office,PROD7535,Headphones,Electronics,East,South Dakota,Colemanchester,2,1549,0,3098,2438.59,659.41,Credit Card,Delivered,"Banks, Grant and Vazquez",jill87@espinoza-white.com,9,Yes,42
ODR1238,09-02-2026,10-02-2026,CUST652,Michael Ware,Home Office,PROD7250,Stapler,Office Supplies,East,California,West Cameronfurt,5,2606,20,10424,7225.19,3198.81,Net Banking,Returned,Bauer-Lee,graytara@eaton-hoover.org,20,No,0
ODR1239,11-07-2024,13-07-2024,CUST998,Nicole Espinoza,Consumer,PROD9949,Bookshelf,Furniture,West,Nevada,Rowlandview,1,4924,5,4677.8,3362.13,1315.67,UPI,Returned,Williams Group,villarrealjohn@munoz.net,26,No,0
ODR1240,26-06-2025,27-06-2025,CUST767,Bryan Espinoza,Corporate,PROD8016,Rice Bag,Grocery,West,Georgia,East Isaiahfurt,9,1522,10,12328.2,10032.98,2295.22,UPI,Delivered,Graves Ltd,joannewilliams@hunter-wright.com,50,No,0
ODR1241,04-10-2024,08-10-2024,CUST874,Donna Palmer,Home Office,PROD2918,Headphones,Electronics,South,Kentucky,Romerobury,4,782,5,2971.6,2544.42,427.18,Cash,Delivered,Morgan and Sons,jamie67@hernandez.org,28,No,0
ODR1242,13-01-2025,15-01-2025,CUST682,Andrea Sandoval,Home Office,PROD2077,Laptop,Electronics,West,Hawaii,Alishaborough,5,2214,5,10516.5,8439.93,2076.57,UPI,Pending,"Jones, Williams and Griffin",zacharyhebert@charles-chandler.net,50,No,0
ODR1243,08-12-2024,14-12-2024,CUST281,Kimberly Chavez,Corporate,PROD5376,Notebook,Office Supplies,South,Michigan,East Haleychester,7,3752,0,26264,19332.05,6931.95,UPI,Delivered,Lopez PLC,sdavis@morris.com,8,Yes,33
ODR1244,15-06-2024,16-06-2024,CUST255,Tiffany Brandt,Home Office,PROD5848,Cooking Oil,Grocery,North,Michigan,Batesmouth,5,2951,0,14755,11538.9,3216.1,Credit Card,Cancelled,Nelson Inc,cindy25@beck.com,13,No,0
ODR1245,15-08-2024,18-08-2024,CUST850,Nicole Price,Corporate,PROD6632,Office Chair,Furniture,North,Colorado,North Janet,1,977,0,977,745.86,231.14,Credit Card,Pending,"Morrison, Hess and Carter",yparker@jones.com,8,Yes,33
ODR1246,31-01-2025,05-02-2025,CUST144,Stephen Keith,Home Office,PROD4637,Rice Bag,Grocery,North,California,Ryanshire,5,442,5,2099.5,1291.25,808.25,Cash,Delivered,"Ali, Carter and Gould",ajones@wilson.com,39,No,0
ODR1247,18-06-2024,19-06-2024,CUST807,Elizabeth Patton,Consumer,PROD8111,Laptop,Electronics,North,Tennessee,East Erikahaven,4,410,0,1640,1459.57,180.43,Credit Card,Cancelled,Cabrera Ltd,ethompson@little-simpson.com,30,No,0
ODR1248,28-12-2024,30-12-2024,CUST930,Mr. Brian Davis,Home Office,PROD5919,Sugar,Grocery,East,Idaho,Lake Rodney,7,443,10,2790.9,2037.1,753.8,Cash,Pending,Guerrero-Saunders,jessica48@thomas-hall.biz,28,No,0
ODR1249,28-12-2025,30-12-2025,CUST985,Mr. Richard Barnes DVM,Home Office,PROD1859,Pen,Office Supplies,West,Pennsylvania,Walkerhaven,7,1706,0,11942,9900.66,2041.34,Cash,Pending,"Camacho, Bates and Gray",rachelandrade@peterson-duffy.com,5,Yes,49
ODR1250,23-10-2024,26-10-2024,CUST303,Kyle Smith,Home Office,PROD5074,Rice Bag,Grocery,North,Missouri,West Randallside,6,694,10,3747.6,2277.47,1470.13,Credit Card,Cancelled,Fitzpatrick-Monroe,chad72@lam.com,36,No,0
ODR1251,06-10-2024,13-10-2024,CUST437,Timothy Perry,Consumer,PROD1078,Study Table,Furniture,West,Maine,West Chelseamouth,2,3597,20,5755.2,4541.65,1213.55,Net Banking,Returned,Turner Group,caitlin41@watts.com,9,Yes,20
ODR1252,29-02-2024,05-03-2024,CUST351,Lance Jackson,Home Office,PROD9690,Calculator,Office Supplies,North,South Dakota,East Richardfurt,10,1509,20,12072,8373,3699,Cash,Pending,Rivera Inc,brookseric@baird-johnson.com,23,No,0
ODR1253,02-03-2025,05-03-2025,CUST349,Michelle Fuller,Corporate,PROD4761,Stapler,Office Supplies,East,Oregon,Owenside,6,2525,0,15150,9457.09,5692.91,Net Banking,Cancelled,"Moody, Reed and Mckenzie",brian08@stevenson.com,5,Yes,22
ODR1254,19-11-2024,25-11-2024,CUST997,Angela Moore,Consumer,PROD5042,Rice Bag,Grocery,South,Oklahoma,Tanyabury,2,1285,0,2570,1588.11,981.89,UPI,Pending,Dunn-Weaver,newmanbenjamin@johnson.biz,1,Yes,41
ODR1255,20-05-2024,23-05-2024,CUST578,Heather Vasquez,Corporate,PROD3358,Sugar,Grocery,South,Indiana,Padillafort,6,3614,15,18431.4,16041.68,2389.72,Credit Card,Pending,Garrett-Smith,qbrown@hicks-flynn.com,3,Yes,29
ODR1256,18-09-2025,19-09-2025,CUST688,Jason Bishop,Corporate,PROD3400,Monitor,Electronics,North,New Jersey,Nathanfurt,6,1392,10,7516.8,5379.56,2137.24,Credit Card,Pending,"Johnson, Rose and Lewis",nicole91@young.com,11,No,0
ODR1257,03-09-2025,09-09-2025,CUST802,Ashley Goodwin,Consumer,PROD9269,Pen,Office Supplies,North,Louisiana,New Ginaton,5,996,5,4731,4168.6,562.4,UPI,Cancelled,"Henry, Stokes and Keller",qbaxter@mendoza-williamson.biz,44,No,0
ODR1258,26-05-2024,31-05-2024,CUST823,Brad Nguyen,Corporate,PROD7082,Stapler,Office Supplies,South,Colorado,South Tamarafurt,4,3868,10,13924.8,11018.78,2906.02,Cash,Returned,"Baker, Turner and Montgomery",reynoldsmatthew@molina-miller.info,0,Yes,46
ODR1259,04-04-2024,08-04-2024,CUST886,Gary Hood,Home Office,PROD9804,Notebook,Office Supplies,South,Oregon,Lake Erin,2,3146,10,5662.8,4384.08,1278.72,Cash,Pending,Jenkins-Gonzalez,jensenmichelle@patterson-terry.biz,8,Yes,34
ODR1260,12-01-2026,13-01-2026,CUST450,George Smith,Home Office,PROD8115,Office Chair,Furniture,South,Indiana,Lake Jeffrey,7,817,10,5147.1,4098.11,1048.99,Net Banking,Delivered,"Wheeler, Johnson and Sanders",hintoncrystal@harris.net,5,Yes,36
ODR1261,18-10-2024,24-10-2024,CUST940,Allison Diaz,Consumer,PROD2049,Sofa,Furniture,East,Utah,Austinshire,10,4357,0,43570,37858.6,5711.4,Credit Card,Pending,Murray-Davies,alyssa72@reed.biz,1,Yes,31
ODR1262,07-04-2024,11-04-2024,CUST115,Ryan Alexander,Home Office,PROD3286,Juice Pack,Grocery,East,Florida,Port Rebeccaport,8,911,10,6559.2,4535.79,2023.41,Net Banking,Returned,"Hall, Anderson and Daniel",bthompson@lopez-smith.biz,27,No,0
ODR1263,04-07-2025,05-07-2025,CUST539,Larry Wall,Consumer,PROD5218,Sofa,Furniture,West,Montana,Sellersburgh,2,2980,10,5364,4249.15,1114.85,Net Banking,Pending,Boone-Bishop,canderson@boyle-crawford.com,42,No,0
ODR1264,18-02-2025,20-02-2025,CUST989,Brittany Jackson,Consumer,PROD3364,Juice Pack,Grocery,West,Michigan,North Robertmouth,2,2004,15,3406.8,2661.52,745.28,Cash,Cancelled,Key Inc,ypowell@ruiz-rush.info,6,Yes,42
ODR1265,27-06-2025,02-07-2025,CUST189,Alicia Chapman,Home Office,PROD9952,Monitor,Electronics,North,Connecticut,Lake Marc,4,1061,15,3607.4,2923.01,684.39,Net Banking,Cancelled,"Carpenter, Walters and Cobb",patrick97@hill-smith.com,48,No,0
ODR1266,18-12-2025,24-12-2025,CUST678,John Stewart,Home Office,PROD4807,Snacks,Grocery,South,Connecticut,South Samuel,1,2423,0,2423,1889.84,533.16,UPI,Pending,Hernandez and Sons,scottortiz@price.com,5,Yes,23
ODR1267,24-06-2025,29-06-2025,CUST658,Alex Howard,Home Office,PROD2735,Sugar,Grocery,East,Alaska,Jayshire,10,145,20,1160,723.6,436.4,Cash,Returned,Small-Contreras,shannonpeck@anderson.com,0,Yes,35
ODR1268,06-12-2024,07-12-2024,CUST337,Olivia Allen,Corporate,PROD8500,Juice Pack,Grocery,North,Maryland,Robertshire,6,4111,0,24666,19726.1,4939.9,Credit Card,Delivered,"Hancock, Glenn and Sloan",qoneill@garza-baxter.com,30,No,0
ODR1269,26-05-2024,01-06-2024,CUST520,Kristin Gomez,Home Office,PROD2324,Pen,Office Supplies,East,Michigan,Stephenport,10,1861,10,16749,14047.73,2701.27,UPI,Pending,"Norris, Ryan and Smith",brian42@harris-sutton.net,8,Yes,35
ODR1270,27-07-2024,28-07-2024,CUST159,Lisa Jordan,Corporate,PROD1685,Stapler,Office Supplies,South,Illinois,Ryanton,4,1776,20,5683.2,4373.17,1310.03,UPI,Returned,Reyes Inc,blopez@baker.com,18,No,0
ODR1271,06-06-2024,08-06-2024,CUST756,Sheri Pope,Corporate,PROD4118,Pen,Office Supplies,West,Wyoming,Alexanderport,5,1131,0,5655,3702.44,1952.56,Net Banking,Pending,Randolph Inc,jerrywilliams@lee.com,41,No,0
ODR1272,18-12-2024,19-12-2024,CUST529,Samantha Morris,Corporate,PROD3592,Stapler,Office Supplies,North,Maine,Houseberg,4,2241,10,8067.6,7085.77,981.83,Credit Card,Delivered,"Rivera, Holt and Hogan",ewall@gonzalez-miller.com,5,Yes,20
ODR1273,27-03-2025,31-03-2025,CUST475,Lindsey Delgado,Home Office,PROD1049,Juice Pack,Grocery,East,Arkansas,Crystalshire,9,795,5,6797.25,4261.2,2536.05,UPI,Delivered,"Hall, Garcia and Owens",chasehodges@kennedy.com,36,No,0
ODR1274,29-01-2026,03-02-2026,CUST549,Kelly Cohen,Consumer,PROD7432,Study Table,Furniture,East,New Hampshire,Lake Patrick,8,2788,15,18958.4,14369.75,4588.65,UPI,Returned,Smith and Sons,elizabeth46@moore.com,43,No,0
ODR1275,10-05-2024,13-05-2024,CUST207,Rachel Morgan,Home Office,PROD2905,Calculator,Office Supplies,North,Virginia,Amandashire,1,232,15,197.2,152.66,44.54,Credit Card,Cancelled,"Taylor, Thompson and Smith",jeremy14@irwin-bryant.com,31,No,0
ODR1276,31-01-2026,01-02-2026,CUST950,Erica Bryant,Corporate,PROD6457,Notebook,Office Supplies,North,Ohio,West Alexismouth,6,2504,5,14272.8,9182.37,5090.43,Cash,Delivered,Hill Inc,bishopkimberly@lee-johnson.com,34,No,0
ODR1277,24-09-2024,29-09-2024,CUST723,Andrew Vasquez,Home Office,PROD7443,Office Chair,Furniture,East,Wisconsin,Port Chad,2,787,0,1574,1361.58,212.42,Cash,Delivered,Ortiz-Lee,ruth64@lane.com,1,Yes,32
ODR1278,09-03-2024,15-03-2024,CUST750,Sarah Mcmillan,Home Office,PROD1039,Dining Table,Furniture,South,Arizona,East Robinville,6,2341,0,14046,12256.18,1789.82,Credit Card,Cancelled,Castro LLC,zwelch@dominguez.org,49,No,0
ODR1279,09-10-2025,13-10-2025,CUST974,Lori Morrison,Consumer,PROD2000,Sofa,Furniture,West,Maryland,Greenchester,5,4454,15,18929.5,11578.53,7350.97,Net Banking,Cancelled,Hughes LLC,mcdanielpeter@anderson-ramirez.com,41,No,0
ODR1280,23-01-2026,29-01-2026,CUST344,Sabrina Watson,Consumer,PROD9929,Snacks,Grocery,North,Mississippi,South Alison,4,2583,10,9298.8,5931.15,3367.65,Credit Card,Returned,"Swanson, Saunders and Walker",omendoza@clark-smith.com,48,No,0
ODR1281,07-01-2025,08-01-2025,CUST693,Wendy Robertson,Home Office,PROD4155,Snacks,Grocery,North,Idaho,Moranberg,1,1982,0,1982,1232.2,749.8,UPI,Pending,Shepard LLC,claudiadaniel@carey.com,26,No,0
ODR1282,27-06-2025,04-07-2025,CUST548,Mr. Ronald Dixon MD,Corporate,PROD3658,Bookshelf,Furniture,North,Hawaii,Walkertown,1,4698,5,4463.1,3583.3,879.8,UPI,Pending,Hall Group,melanie75@cantrell.com,15,No,0
ODR1283,23-11-2024,27-11-2024,CUST242,Sophia Santana,Corporate,PROD3712,Headphones,Electronics,South,Illinois,North John,6,4589,15,23403.9,19397.12,4006.78,Credit Card,Pending,"Morton, Luna and Sanders",scott62@mason-price.com,29,No,0
ODR1284,04-11-2025,10-11-2025,CUST590,Steven Vincent,Consumer,PROD5640,Study Table,Furniture,North,New Jersey,North Michael,7,1693,5,11258.45,9923.25,1335.2,Cash,Pending,Martin Group,campbellkevin@wilkins-ortega.com,29,No,0
ODR1285,02-08-2025,07-08-2025,CUST280,Karen Wilkins,Corporate,PROD4743,Study Table,Furniture,South,Georgia,New Sydneymouth,5,3818,0,19090,13426.25,5663.75,UPI,Returned,Johns-Berger,jbennett@levine.com,26,No,0
ODR1286,06-05-2025,13-05-2025,CUST963,Patrick Baker,Home Office,PROD9130,Monitor,Electronics,East,Nebraska,Michaelmouth,1,2211,10,1989.9,1631.2,358.7,Credit Card,Cancelled,Taylor-Kelly,michaelhowe@salazar-myers.net,6,Yes,41
ODR1287,11-11-2025,15-11-2025,CUST885,Dakota Herrera,Corporate,PROD5126,Mouse,Electronics,West,Hawaii,New Johnton,10,391,10,3519,3152.47,366.53,Credit Card,Delivered,Smith and Sons,taylor48@simpson-cruz.com,10,No,0
ODR1288,05-09-2024,09-09-2024,CUST937,Regina Thompson,Home Office,PROD6878,Stapler,Office Supplies,West,Michigan,Port Brendanton,6,1273,5,7256.1,6252.53,1003.57,Credit Card,Pending,"Johnston, Stone and Howard",imorris@kerr.com,41,No,0
ODR1289,04-10-2025,09-10-2025,CUST366,Jason Wu,Consumer,PROD5282,Juice Pack,Grocery,South,West Virginia,New James,2,3427,15,5825.9,4295.46,1530.44,Net Banking,Pending,Gutierrez Inc,richardwells@lambert-perry.com,23,No,0
ODR1290,09-07-2025,10-07-2025,CUST608,Stacy Rodriguez,Corporate,PROD2963,Pen,Office Supplies,South,Vermont,Lake Davidchester,10,1890,15,16065,13005.35,3059.65,UPI,Pending,Pham and Sons,matthew03@gomez.com,11,No,0
ODR1291,28-10-2024,30-10-2024,CUST151,Douglas Montoya,Consumer,PROD7843,Calculator,Office Supplies,South,Kansas,New Joyce,7,4873,5,32405.45,27198.97,5206.48,Net Banking,Pending,"Potter, Williams and Yang",kayla10@lewis.com,0,Yes,33
ODR1292,05-03-2025,12-03-2025,CUST542,Kyle Smith,Home Office,PROD7090,Stapler,Office Supplies,East,Maryland,Ortizmouth,2,2993,0,5986,5271.99,714.01,UPI,Cancelled,Randall-Williams,bmartin@roman.com,24,No,0
ODR1293,09-09-2024,16-09-2024,CUST344,Jon Wallace,Consumer,PROD1204,Sofa,Furniture,South,Vermont,Lake Heidi,4,319,0,1276,918.67,357.33,Net Banking,Cancelled,"Anderson, Randolph and Allen",shirleysmith@long.com,12,No,0
ODR1294,13-09-2024,19-09-2024,CUST790,Andrew Martinez,Corporate,PROD8599,Snacks,Grocery,West,Kentucky,Stephanieview,7,4242,15,25239.9,16693.81,8546.09,Net Banking,Pending,Taylor Group,duffymegan@martin-garcia.com,43,No,0
ODR1295,30-10-2024,04-11-2024,CUST828,James Garcia,Corporate,PROD5354,Dining Table,Furniture,East,Texas,Collinsport,4,1182,15,4018.8,3070.54,948.26,UPI,Cancelled,Bell-Brown,amandarobinson@mcbride-brooks.com,39,No,0
ODR1296,05-01-2025,11-01-2025,CUST993,Melissa Carter,Home Office,PROD6351,Cooking Oil,Grocery,South,Delaware,Dawsonbury,2,4847,15,8239.9,5330.16,2909.74,UPI,Returned,"Bailey, Woodard and Glover",beckerwilliam@peterson.com,5,Yes,23
ODR1297,30-04-2025,03-05-2025,CUST947,Marie Oconnor,Consumer,PROD7599,File Folder,Office Supplies,North,South Dakota,West Jimmymouth,5,3127,15,13289.75,9145.38,4144.37,Net Banking,Cancelled,"Gordon, Gonzalez and Edwards",whitekristen@farmer.info,12,No,0
ODR1298,12-10-2025,15-10-2025,CUST293,Keith Benitez,Consumer,PROD5917,Notebook,Office Supplies,East,Colorado,Warrenville,2,909,5,1727.1,1419.13,307.97,Net Banking,Returned,Hernandez-Porter,sarahmoore@smith.com,7,Yes,41
ODR1299,02-09-2024,09-09-2024,CUST772,Patricia Browning,Consumer,PROD5000,Monitor,Electronics,North,Iowa,West Luistown,8,2470,0,19760,12431.63,7328.37,Cash,Pending,Gordon-Ramirez,jonesstephanie@brown.org,10,No,0
ODR1300,24-04-2024,01-05-2024,CUST625,Brenda Marsh,Corporate,PROD3743,Snacks,Grocery,West,New Mexico,Anitashire,2,1753,10,3155.4,2705.9,449.5,UPI,Delivered,Gallagher Group,utownsend@cantu.com,24,No,0
ODR1301,07-05-2025,14-05-2025,CUST472,Colton Obrien,Corporate,PROD8245,Notebook,Office Supplies,North,Michigan,Blackwellborough,6,4246,20,20380.8,15976.43,4404.37,Net Banking,Pending,"Thompson, Sharp and Kelly",vfarley@moore.com,0,Yes,48
ODR1302,02-08-2024,04-08-2024,CUST799,Sean Hall,Consumer,PROD9281,Keyboard,Electronics,South,Maine,Melanieborough,6,747,15,3809.7,3051.89,757.81,Cash,Returned,"French, Gomez and Torres",jessicawright@davis.org,34,No,0
ODR1303,23-02-2025,24-02-2025,CUST417,Heather Guzman,Corporate,PROD8349,Rice Bag,Grocery,North,New Mexico,Port Thomas,4,3345,5,12711,8403.38,4307.62,UPI,Returned,Brown-Delgado,ufuentes@glass.org,10,No,0
ODR1304,28-10-2025,31-10-2025,CUST912,Joshua Wilson,Corporate,PROD7951,Notebook,Office Supplies,East,South Dakota,Staffordborough,1,3955,10,3559.5,3031.93,527.57,UPI,Cancelled,"Hood, Walker and Webb",oduncan@sanders.biz,11,No,0
ODR1305,28-02-2025,02-03-2025,CUST534,Lisa King,Consumer,PROD3984,Bookshelf,Furniture,North,Kentucky,South Stephanie,5,854,20,3416,2196.86,1219.14,Credit Card,Returned,Washington-Adams,alisonclark@lucas-hill.com,35,No,0
ODR1306,06-09-2025,09-09-2025,CUST373,Isabella Webster,Home Office,PROD5581,Cooking Oil,Grocery,North,Arkansas,Denisetown,8,2242,15,15245.6,13226.52,2019.08,Cash,Delivered,Nguyen-Butler,melissa68@walker.biz,46,No,0
ODR1307,26-05-2024,29-05-2024,CUST404,Bradley Lee,Home Office,PROD9399,Monitor,Electronics,South,Connecticut,West Jonathan,9,2948,0,26532,15959.41,10572.59,UPI,Returned,Huff LLC,ssmith@gutierrez.org,5,Yes,46
ODR1308,26-08-2024,31-08-2024,CUST396,James Tapia,Consumer,PROD9486,Sofa,Furniture,West,Virginia,Paulmouth,9,2436,15,18635.4,15150.27,3485.13,Net Banking,Pending,"Ramirez, Schroeder and Brown",moorechristy@miller.biz,3,Yes,30
ODR1309,19-08-2024,20-08-2024,CUST217,Dr. Laura Fernandez,Consumer,PROD1692,Bookshelf,Furniture,West,Iowa,Blairfurt,1,1390,10,1251,820.98,430.02,Credit Card,Cancelled,"Cowan, Wright and Mcfarland",sethflores@young.com,20,No,0
ODR1310,23-05-2024,25-05-2024,CUST828,Austin Jones,Corporate,PROD7579,Sofa,Furniture,North,Rhode Island,New Stephanieside,7,4152,20,23251.2,18889.97,4361.23,Net Banking,Returned,Griffin-Maxwell,imorrison@roberts.net,2,Yes,35
ODR1311,03-01-2026,08-01-2026,CUST674,Kaitlyn Lee,Consumer,PROD1950,Monitor,Electronics,North,Arkansas,North Malloryshire,8,489,10,3520.8,2156.01,1364.79,Credit Card,Returned,Graham LLC,erica49@carpenter.com,35,No,0
ODR1312,15-09-2024,18-09-2024,CUST173,Richard Huang,Consumer,PROD3707,Snacks,Grocery,North,Massachusetts,East Carlosberg,3,817,10,2205.9,1349.66,856.24,Credit Card,Cancelled,"Wiggins, Smith and Gross",catherinezhang@pratt.com,35,No,0
ODR1313,17-01-2025,18-01-2025,CUST663,David King,Consumer,PROD1762,Bookshelf,Furniture,West,Kentucky,Angelland,9,4984,20,35884.8,28739.68,7145.12,Cash,Delivered,"Fletcher, Dorsey and Schmitt",kevinhamilton@robles-hernandez.net,0,Yes,20
ODR1314,25-08-2024,31-08-2024,CUST308,Edward Smith,Home Office,PROD1687,Cooking Oil,Grocery,South,Washington,Beckbury,10,1628,5,15466,12785.78,2680.22,Net Banking,Pending,Mosley-Kennedy,hroth@porter.com,41,No,0
ODR1315,31-01-2026,01-02-2026,CUST745,Kevin Ortega,Consumer,PROD4576,Notebook,Office Supplies,North,Georgia,Chadland,6,639,10,3450.6,2803.86,646.74,UPI,Pending,"Pacheco, Miller and Williamson",wendy37@barnett.com,1,Yes,48
ODR1316,24-09-2025,29-09-2025,CUST692,Deborah Robinson,Home Office,PROD8131,Mouse,Electronics,North,Kansas,Martinfurt,2,3238,20,5180.8,3425.41,1755.39,Net Banking,Delivered,Smith Inc,rachel70@petersen.com,5,Yes,49
ODR1317,29-12-2025,31-12-2025,CUST727,Jeffery Howard,Consumer,PROD9348,Stapler,Office Supplies,West,Minnesota,Douglasland,6,4833,5,27548.1,22485.83,5062.27,Net Banking,Delivered,King-King,watsonnicole@gomez.com,40,No,0
ODR1318,07-09-2024,13-09-2024,CUST643,Jason Duffy,Consumer,PROD4112,File Folder,Office Supplies,North,Nebraska,Franklinberg,1,3885,0,3885,2715.26,1169.74,Credit Card,Pending,Salazar Ltd,brad69@garcia.com,16,No,0
ODR1319,18-09-2025,19-09-2025,CUST912,Christopher Warner,Corporate,PROD2151,Mouse,Electronics,South,South Carolina,West Ambershire,4,2006,10,7221.6,4498.18,2723.42,Credit Card,Returned,Nguyen LLC,stacyhall@pugh.biz,27,No,0
ODR1320,28-10-2025,29-10-2025,CUST864,Daniel Reed,Corporate,PROD8927,Dining Table,Furniture,East,Vermont,Cochranmouth,4,4180,10,15048,12920.47,2127.53,Credit Card,Delivered,"Herrera, Oliver and Vasquez",kevin73@ramirez.com,49,No,0
ODR1321,09-05-2025,11-05-2025,CUST245,Rebecca Cabrera,Corporate,PROD4782,Snacks,Grocery,South,California,Lake Brittanyborough,6,350,15,1785,1151.24,633.76,Cash,Cancelled,Turner-Thompson,susan17@mitchell.com,32,No,0
ODR1322,07-12-2025,11-12-2025,CUST912,Paul Williams,Consumer,PROD5769,Stapler,Office Supplies,South,New Mexico,Port Elizabethfort,9,324,10,2624.4,1861.65,762.75,Cash,Pending,Martin and Sons,ustokes@mckenzie.info,22,No,0
ODR1323,24-07-2025,29-07-2025,CUST972,Brandon Gill,Consumer,PROD8146,Rice Bag,Grocery,East,Connecticut,Michaelville,2,1958,10,3524.4,2496.24,1028.16,Cash,Cancelled,Davis-Brown,carolyn80@rodriguez.com,0,Yes,28
ODR1324,10-08-2024,16-08-2024,CUST609,Kimberly Rich,Corporate,PROD5920,Rice Bag,Grocery,North,North Carolina,Steventown,7,786,5,5226.9,3522.59,1704.31,Credit Card,Delivered,Jackson Ltd,kaylawilson@williams.org,15,No,0
ODR1325,07-09-2025,14-09-2025,CUST165,Stephen Houston,Home Office,PROD5162,Sugar,Grocery,West,Washington,New Jessica,6,531,10,2867.4,2020.46,846.94,UPI,Delivered,Anderson-Simon,michael20@conner.info,6,Yes,33
ODR1326,18-10-2025,20-10-2025,CUST733,Elizabeth Hansen,Home Office,PROD5339,Sugar,Grocery,West,Rhode Island,West Angela,5,3671,10,16519.5,12656.6,3862.9,Credit Card,Cancelled,Gomez-Davenport,eric22@george.com,1,Yes,35
ODR1327,11-08-2025,15-08-2025,CUST176,Angelica Cobb,Consumer,PROD6369,Mouse,Electronics,North,Nevada,Bowmanberg,3,3592,20,8620.8,7755.99,864.81,Cash,Cancelled,Kent Group,gfisher@mcmahon-wade.net,31,No,0
ODR1328,10-03-2025,16-03-2025,CUST575,Michelle Robles,Home Office,PROD8012,Laptop,Electronics,East,New Hampshire,Wesleytown,9,3001,10,24308.1,19106.42,5201.68,Credit Card,Pending,"Vasquez, Graham and Wilson",melanieford@salazar-lloyd.com,42,No,0
